id	source_xpath	source_line	source_value	status	FHIR_targets	rule
amb-map-0698	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[5]/cda:section[1]/cda:component[3]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:code[1]/@codeSystemVersion	938	5.27	mapped	Observation/1fd7bb83-8e58-535f-89d2-826b83306c99#/code/coding/0/version	copy
amb-map-0699	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[5]/cda:section[1]/cda:component[3]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:value[1]/@xsi:type	940	ST	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0700	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[5]/cda:section[1]/cda:component[3]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:value[1]/text()	940	Контактов с больным(носителем) инфекционным заболеванием за последние 21 день не было. Выезжал за пределы города, области, страны за последний месяц: да	mapped	Observation/1fd7bb83-8e58-535f-89d2-826b83306c99#/valueString	copy
amb-map-0701	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[6]/cda:section[1]/cda:code[1]/@code	952	RESCONS	mapped	Composition/202d52a8-af92-5ef3-9a7e-d83305a85264#/section/5/code/coding/0/code	copy
amb-map-0702	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[6]/cda:section[1]/cda:code[1]/@codeSystem	952	1.2.643.5.1.13.13.99.2.197	mapped	Composition/202d52a8-af92-5ef3-9a7e-d83305a85264#/section/5/code/coding/0/system	OID -> canonical RuCore URI or urn:oid
amb-map-0703	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[6]/cda:section[1]/cda:code[1]/@codeSystemName	952	Секции электронных медицинских документов	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0704	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[6]/cda:section[1]/cda:code[1]/@displayName	952	Результаты консультации/осмотра врача	mapped	Composition/202d52a8-af92-5ef3-9a7e-d83305a85264#/section/5/code/coding/0/display	copy
amb-map-0705	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[6]/cda:section[1]/cda:code[1]/@codeSystemVersion	952	4.20	mapped	Composition/202d52a8-af92-5ef3-9a7e-d83305a85264#/section/5/code/coding/0/version	copy
amb-map-0706	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[6]/cda:section[1]/cda:title[1]/text()	954	Результаты консультации/осмотра врача	mapped	Composition/202d52a8-af92-5ef3-9a7e-d83305a85264#/section/5/title	copy
amb-map-0707	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[6]/cda:section[1]/cda:entry[1]/cda:observation[1]/@classCode	958	OBS	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0708	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[6]/cda:section[1]/cda:entry[1]/cda:observation[1]/@moodCode	958	EVN	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0709	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[6]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:code[1]/@nullFlavor	960	NI	mapped	Observation/28071c51-bcba-5911-a906-7e6e93817b29#/code/extension	CDA NullFlavor -> data-absent-reason
amb-map-0710	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[6]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:effectiveTime[1]/@value	963	20230402	mapped	Observation/28071c51-bcba-5911-a906-7e6e93817b29#/effectiveDateTime	CDA TS -> FHIR temporal value (minute precision padded with :00)
amb-map-0711	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[6]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:value[1]/@xsi:type	965	ST	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0712	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[6]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:value[1]/text()	965	"Акроцианоз. Отеков нет. Рост 158 см, Вес 53 кг, Психическое состояние: Сознание ясное. Неврологический статус: Менингиальных знаков нет. Органы дыхания: В легких дыхание жесткое, рассеянные свистящие сухие хрипы с обеих сторон. Сатурация 96%. ЧД: 24 движ./мин. Система кровообращения: Тоны сердца приглушены, ритмичны, акцент 2 тона на аорте, легочной артерии. АД: 130/80 мм рт. ст, ЧСС: 110 уд./мин, Пульс: 110 уд./мин. Система пищеварения: Живот при пальпации мягкий, б/болезненный. Мочеполовая система: С-м ""поколачивания"" отрицательный с обеих сторон. Дизурии нет."	mapped	Observation/28071c51-bcba-5911-a906-7e6e93817b29#/valueString	copy
amb-map-0713	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[6]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:performer[1]/cda:assignedEntity[1]/cda:id[1]/@root	971	1.2.643.5.1.13.13.12.2.77.7831.100.1.1.70	mapped	PractitionerRole/ec94b21d-5bb3-5f91-a763-50079930cbfc#/identifier/0/system	OID namespace -> URI
amb-map-0714	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[6]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:performer[1]/cda:assignedEntity[1]/cda:id[1]/@extension	971	542174	mapped	PractitionerRole/ec94b21d-5bb3-5f91-a763-50079930cbfc#/identifier/0/value	copy
amb-map-0715	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[6]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:performer[1]/cda:assignedEntity[1]/cda:code[1]/@code	973	34	mapped	PractitionerRole/ec94b21d-5bb3-5f91-a763-50079930cbfc#/code/0/coding/0/code; PractitionerRole/ec94b21d-5bb3-5f91-a763-50079930cbfc#/code/0/coding/1/code	retain original NSI coding alongside canonical RuCore coding
amb-map-0716	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[6]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:performer[1]/cda:assignedEntity[1]/cda:code[1]/@codeSystem	973	1.2.643.5.1.13.13.11.1002	mapped	PractitionerRole/ec94b21d-5bb3-5f91-a763-50079930cbfc#/code/0/coding/0/system; PractitionerRole/ec94b21d-5bb3-5f91-a763-50079930cbfc#/code/0/coding/1/system	retain original NSI coding alongside canonical RuCore coding
amb-map-0717	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[6]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:performer[1]/cda:assignedEntity[1]/cda:code[1]/@codeSystemName	973	Должности медицинских и фармацевтических работников	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0718	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[6]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:performer[1]/cda:assignedEntity[1]/cda:code[1]/@displayName	973	Врач-кардиолог	mapped	PractitionerRole/ec94b21d-5bb3-5f91-a763-50079930cbfc#/code/0/coding/0/display; PractitionerRole/ec94b21d-5bb3-5f91-a763-50079930cbfc#/code/0/coding/1/display	retain original NSI coding alongside canonical RuCore coding
amb-map-0719	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[6]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:performer[1]/cda:assignedEntity[1]/cda:code[1]/@codeSystemVersion	973	9.3	mapped	PractitionerRole/ec94b21d-5bb3-5f91-a763-50079930cbfc#/code/0/coding/1/version	NSI edition belongs to source OID coding
amb-map-0720	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[6]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:performer[1]/cda:assignedEntity[1]/cda:telecom[1]/@value	975	mailto:smirrova@mail.ru	mapped	PractitionerRole/ec94b21d-5bb3-5f91-a763-50079930cbfc#/contact/0/telecom/0/value; PractitionerRole/ec94b21d-5bb3-5f91-a763-50079930cbfc#/contact/0/telecom/0/system	URI scheme -> ContactPoint.system
amb-map-0721	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[6]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:performer[1]/cda:assignedEntity[1]/cda:assignedPerson[1]/cda:name[1]/cda:family[1]/text()	981	Смирнов	mapped	Practitioner/6a1aa7be-7727-5238-8caf-27c784544379#/name/0/family	copy
amb-map-0722	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[6]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:performer[1]/cda:assignedEntity[1]/cda:assignedPerson[1]/cda:name[1]/cda:given[1]/text()	983	Александр	mapped	Practitioner/6a1aa7be-7727-5238-8caf-27c784544379#/name/0/given/0	copy
amb-map-0723	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[6]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:performer[1]/cda:assignedEntity[1]/cda:assignedPerson[1]/cda:name[1]/identity:Patronymic[1]/text()	985	Игоревич	mapped	Practitioner/6a1aa7be-7727-5238-8caf-27c784544379#/name/0/given/1	copy
amb-map-0724	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[6]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:reference[1]/@typeCode	991	REFR	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0725	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[6]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:reference[1]/cda:externalDocument[1]/@classCode	993	DOCCLIN	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0726	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[6]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:reference[1]/cda:externalDocument[1]/@moodCode	993	EVN	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0727	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[6]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:reference[1]/cda:externalDocument[1]/cda:id[1]/@root	995	1.2.643.5.1.13.13.12.2.77.7831.100.1.1.51	mapped	DocumentReference/e72a6d82-e3c4-51f8-a0a2-234be7fae68a#/identifier/0/system	OID namespace -> URI
amb-map-0728	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[6]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:reference[1]/cda:externalDocument[1]/cda:id[1]/@extension	995	459481548	mapped	DocumentReference/e72a6d82-e3c4-51f8-a0a2-234be7fae68a#/identifier/0/value	copy
amb-map-0729	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[6]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:reference[1]/cda:externalDocument[1]/cda:id[2]/@root	997	1.2.643.5.1.13.13.17.1.1	mapped	DocumentReference/e72a6d82-e3c4-51f8-a0a2-234be7fae68a#/identifier/1/system	OID namespace -> URI
amb-map-0730	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[6]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:reference[1]/cda:externalDocument[1]/cda:id[2]/@extension	997	119.77.23.04.493034644	mapped	DocumentReference/e72a6d82-e3c4-51f8-a0a2-234be7fae68a#/identifier/1/value	copy
amb-map-0731	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[7]/cda:section[1]/cda:code[1]/@code	1011	RESINSTR	mapped	Composition/202d52a8-af92-5ef3-9a7e-d83305a85264#/section/6/code/coding/0/code	copy
amb-map-0732	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[7]/cda:section[1]/cda:code[1]/@codeSystem	1011	1.2.643.5.1.13.13.99.2.197	mapped	Composition/202d52a8-af92-5ef3-9a7e-d83305a85264#/section/6/code/coding/0/system	OID -> canonical RuCore URI or urn:oid
amb-map-0733	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[7]/cda:section[1]/cda:code[1]/@codeSystemName	1011	Секции электронных медицинских документов	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0734	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[7]/cda:section[1]/cda:code[1]/@displayName	1011	Результаты инструментального исследования	mapped	Composition/202d52a8-af92-5ef3-9a7e-d83305a85264#/section/6/code/coding/0/display	copy
amb-map-0735	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[7]/cda:section[1]/cda:code[1]/@codeSystemVersion	1011	4.20	mapped	Composition/202d52a8-af92-5ef3-9a7e-d83305a85264#/section/6/code/coding/0/version	copy
amb-map-0736	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[7]/cda:section[1]/cda:title[1]/text()	1013	Результаты инструментального исследования	mapped	Composition/202d52a8-af92-5ef3-9a7e-d83305a85264#/section/6/title	copy
amb-map-0737	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[7]/cda:section[1]/cda:entry[1]/cda:observation[1]/@classCode	1017	OBS	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0738	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[7]/cda:section[1]/cda:entry[1]/cda:observation[1]/@moodCode	1017	EVN	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0739	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[7]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:code[1]/@code	1019	7005028	mapped	Observation/cfdaf6f6-9705-53ca-833b-24f5009189f7#/code/coding/0/code	copy
amb-map-0740	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[7]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:code[1]/@codeSystem	1019	1.2.643.5.1.13.13.11.1471	mapped	Observation/cfdaf6f6-9705-53ca-833b-24f5009189f7#/code/coding/0/system	OID -> canonical RuCore URI or urn:oid
amb-map-0741	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[7]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:code[1]/@codeSystemName	1019	Федеральный справочник инструментальных диагностических исследований	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0742	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[7]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:code[1]/@displayName	1019	Ультразвуковое исследование сердца трансторакальное	mapped	Observation/cfdaf6f6-9705-53ca-833b-24f5009189f7#/code/coding/0/display	copy
amb-map-0743	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[7]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:code[1]/@codeSystemVersion	1019	2.39	mapped	Observation/cfdaf6f6-9705-53ca-833b-24f5009189f7#/code/coding/0/version	copy
amb-map-0744	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[7]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:effectiveTime[1]/@value	1022	20230402	mapped	Observation/cfdaf6f6-9705-53ca-833b-24f5009189f7#/effectiveDateTime	CDA TS -> FHIR temporal value (minute precision padded with :00)
amb-map-0745	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[7]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:value[1]/@xsi:type	1024	ST	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0746	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[7]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:value[1]/text()	1024	Камеры не расширены. Толщина стенок в норме. Уплотнение створок АК, МК и ТК с регургитацией на МК 1 ст, на ТК 0-1 ст. Сократимость миокарда хорошая. Систолическая функция в норме. Диастолическая функция по 1 типу. Умеренная легочная гипертензия.	mapped	Observation/cfdaf6f6-9705-53ca-833b-24f5009189f7#/valueString	copy
amb-map-0747	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[7]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:reference[1]/@typeCode	1026	REFR	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0748	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[7]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:reference[1]/cda:externalDocument[1]/@classCode	1028	DOCCLIN	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0749	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[7]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:reference[1]/cda:externalDocument[1]/@moodCode	1028	EVN	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0750	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[7]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:reference[1]/cda:externalDocument[1]/cda:id[1]/@root	1030	1.2.643.5.1.13.13.12.2.77.7831.100.1.1.51	mapped	DocumentReference/9e061eb5-86ed-5843-9357-d137b98a62a4#/identifier/0/system	OID namespace -> URI
amb-map-0751	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[7]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:reference[1]/cda:externalDocument[1]/cda:id[1]/@extension	1030	459481548	mapped	DocumentReference/9e061eb5-86ed-5843-9357-d137b98a62a4#/identifier/0/value	copy
amb-map-0752	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[7]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:reference[1]/cda:externalDocument[1]/cda:id[2]/@root	1032	1.2.643.5.1.13.13.17.1.1	mapped	DocumentReference/9e061eb5-86ed-5843-9357-d137b98a62a4#/identifier/1/system	OID namespace -> URI
amb-map-0753	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[7]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:reference[1]/cda:externalDocument[1]/cda:id[2]/@extension	1032	110.77.23.04.593034644	mapped	DocumentReference/9e061eb5-86ed-5843-9357-d137b98a62a4#/identifier/1/value	copy
amb-map-0754	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[8]/cda:section[1]/cda:code[1]/@code	1044	RESLAB	mapped	Composition/202d52a8-af92-5ef3-9a7e-d83305a85264#/section/7/code/coding/0/code	copy
amb-map-0755	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[8]/cda:section[1]/cda:code[1]/@codeSystem	1044	1.2.643.5.1.13.13.99.2.197	mapped	Composition/202d52a8-af92-5ef3-9a7e-d83305a85264#/section/7/code/coding/0/system	OID -> canonical RuCore URI or urn:oid
amb-map-0756	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[8]/cda:section[1]/cda:code[1]/@codeSystemName	1044	Секции электронных медицинских документов	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0757	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[8]/cda:section[1]/cda:code[1]/@displayName	1044	Результаты лабораторного исследования	mapped	Composition/202d52a8-af92-5ef3-9a7e-d83305a85264#/section/7/code/coding/0/display	copy
amb-map-0758	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[8]/cda:section[1]/cda:code[1]/@codeSystemVersion	1044	4.20	mapped	Composition/202d52a8-af92-5ef3-9a7e-d83305a85264#/section/7/code/coding/0/version	copy
amb-map-0759	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[8]/cda:section[1]/cda:title[1]/text()	1046	Результаты лабораторного исследования	mapped	Composition/202d52a8-af92-5ef3-9a7e-d83305a85264#/section/7/title	copy
amb-map-0760	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[8]/cda:section[1]/cda:entry[1]/cda:observation[1]/@classCode	1050	OBS	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0761	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[8]/cda:section[1]/cda:entry[1]/cda:observation[1]/@moodCode	1050	EVN	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0762	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[8]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:code[1]/@code	1052	10022	mapped	Observation/b9f6e013-dc91-54a2-8e31-bfb79189b68b#/code/coding/0/code	copy
amb-map-0763	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[8]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:code[1]/@codeSystem	1052	1.2.643.5.1.13.13.11.1437	mapped	Observation/b9f6e013-dc91-54a2-8e31-bfb79189b68b#/code/coding/0/system	OID -> canonical RuCore URI or urn:oid
amb-map-0764	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[8]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:code[1]/@codeSystemName	1052	Федеральный справочник лабораторных исследований. Профили лабораторных исследований	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0765	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[8]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:code[1]/@displayName	1052	Общий анализ крови (базовый)	mapped	Observation/b9f6e013-dc91-54a2-8e31-bfb79189b68b#/code/coding/0/display	copy
amb-map-0766	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[8]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:code[1]/@codeSystemVersion	1052	3.42	mapped	Observation/b9f6e013-dc91-54a2-8e31-bfb79189b68b#/code/coding/0/version	copy
amb-map-0767	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[8]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:code[1]/cda:originalText[1]/text()	1054	Отдельные лабораторные тесты	mapped	Observation/b9f6e013-dc91-54a2-8e31-bfb79189b68b#/code/text	copy
amb-map-0768	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[8]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:effectiveTime[1]/@value	1058	20230402	mapped	Observation/b9f6e013-dc91-54a2-8e31-bfb79189b68b#/effectiveDateTime	CDA TS -> FHIR temporal value (minute precision padded with :00)
amb-map-0769	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[8]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:value[1]/@xsi:type	1060	ST	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0770	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[8]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:value[1]/text()	1060	Гемоглобин 12,7 (12,0 - 14,0) г/дл; Эритроциты 3,61 (3,90 - 4,70) 10^6/мкл; Ср. содержание гемоглобина в эритроците 35,1 (27,0 - 31,0) пг; Средний объем эритроцита 108,7 (80,0 - 100,0) фл; Ср. концентрация гемоглобина в эритроците 32,3 (30,0 - 38,0) г/дл; Гематокрит 39,2 (36,0 - 42,0) %; Тромбоциты 133 (180 - 320) 10^3/мкл; Средний объем тромбоцита 12,20 (7,40 - 12,00) фл; Лейкоциты 4,97 (4,00 - 9,00) 10^9/л; Нейтрофилы 39,70 (48,00 - 78,00) %; Эозинофилы 1,5 (0,5 - 5,0) %; Моноциты 12,3 (3,0 - 11,0) %; Лимфоциты 43,50 (19,00 - 37,00) %; Базофилы 0,5 (0,0 - 1,0) %; Нейтрофилы абс. 1,97 (2,00 - 7,50) 10^9/л; Эозинофилы абс. 0,07 (0,02 - 0,30) 10^9/л; Моноциты абс. 0,61 (0,09 - 0,60) 10^9/л; Лимфоциты абс. 2,16 (1,20 - 3,00) 10^9/л; Базофилы абс. 0,03 (0,00 - 0,07) 10^9/л; Скорость оседания эритроцитов по Вестергрену 17 (0 - 20) мм/ч.	mapped	Observation/b9f6e013-dc91-54a2-8e31-bfb79189b68b#/valueString	copy
amb-map-0771	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[8]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:reference[1]/@typeCode	1063	REFR	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0772	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[8]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:reference[1]/cda:externalDocument[1]/@classCode	1065	DOCCLIN	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0773	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[8]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:reference[1]/cda:externalDocument[1]/@moodCode	1065	EVN	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0774	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[8]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:reference[1]/cda:externalDocument[1]/cda:id[1]/@root	1067	1.2.643.5.1.13.13.12.2.77.7831.100.1.1.51	mapped	DocumentReference/dc1a1939-0ee5-5928-a3c5-e11a539f193d#/identifier/0/system	OID namespace -> URI
amb-map-0775	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[8]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:reference[1]/cda:externalDocument[1]/cda:id[1]/@extension	1067	459481588	mapped	DocumentReference/dc1a1939-0ee5-5928-a3c5-e11a539f193d#/identifier/0/value	copy
amb-map-0776	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[8]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:reference[1]/cda:externalDocument[1]/cda:id[2]/@root	1069	1.2.643.5.1.13.13.17.1.1	mapped	DocumentReference/dc1a1939-0ee5-5928-a3c5-e11a539f193d#/identifier/1/system	OID namespace -> URI
amb-map-0777	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[8]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:reference[1]/cda:externalDocument[1]/cda:id[2]/@extension	1069	75.77.23.04.993024942	mapped	DocumentReference/dc1a1939-0ee5-5928-a3c5-e11a539f193d#/identifier/1/value	copy
amb-map-0778	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[9]/cda:section[1]/cda:code[1]/@code	1085	DRUG	mapped	Composition/202d52a8-af92-5ef3-9a7e-d83305a85264#/section/8/code/coding/0/code	copy
amb-map-0779	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[9]/cda:section[1]/cda:code[1]/@codeSystem	1085	1.2.643.5.1.13.13.99.2.197	mapped	Composition/202d52a8-af92-5ef3-9a7e-d83305a85264#/section/8/code/coding/0/system	OID -> canonical RuCore URI or urn:oid
